BlockId,EventSequence
blk_8386155670234862721,"[6, 3, 3, 3, 4, 2, 1, 4, 4, 2, 1, 2, 1, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 1, 10]"
blk_-3409167737062586221,"[6, 3, 3, 3, 4, 4, 2, 2, 1, 1, 4, 2, 1, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_8055732282536177581,"[3, 6, 3, 3, 4, 2, 1, 4, 2, 1, 2, 1, 4, 2, 8, 8, 7, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-681546169624787596,"[6, 3, 3, 3, 4, 4, 2, 1, 2, 1, 2, 1, 4, 8, 8, 7, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_3680859995890890162,"[6, 3, 3, 3, 4, 4, 4, 2, 2, 1, 1, 2, 1, 2, 8, 8, 7, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-1517205848352157774,"[6, 3, 3, 3, 4, 4, 4, 2, 1, 2, 1, 2, 1, 2, 8, 8, 7, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_2298072726739764001,"[6, 3, 3, 3, 4, 2, 1, 2, 1, 4, 4, 2, 1, 2, 8, 8, 7, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_188945537915310061,"[6, 3, 3, 3, 4, 4, 2, 1, 2, 1, 4, 2, 1, 8, 8, 7, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_1168457617329507345,"[6, 3, 3, 3, 4, 2, 1, 4, 4, 2, 1, 2, 1, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-687023828517293327,"[6, 3, 3, 3, 4, 4, 4, 2, 1, 2, 2, 1, 1, 2, 8, 7, 8, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_4754258681008999706,"[6, 3, 3, 3, 4, 4, 2, 1, 2, 1, 4, 2, 1, 8, 8, 7, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_180998549762056627,"[6, 3, 3, 3, 1, 4, 4, 2, 2, 1, 2, 1, 4, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-7654560734491838127,"[6, 3, 3, 3, 4, 4, 4, 2, 1, 2, 1, 2, 1, 8, 8, 7, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-8028130285234165028,"[6, 3, 3, 3, 4, 2, 1, 4, 2, 1, 2, 1, 4, 2, 2, 8, 8, 7, 2, 5, 5, 5, 1, 1, 1]"
blk_-317025452561632428,"[6, 3, 3, 3, 2, 1, 2, 1, 4, 2, 1, 4, 4, 8, 8, 7, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-7833477571358343425,"[3, 6, 3, 3, 2, 1, 4, 2, 1, 4, 4, 2, 1, 8, 8, 7, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_6115271592090178946,"[6, 3, 3, 3, 4, 4, 4, 2, 1, 2, 1, 2, 1, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_4949376579746329500,"[6, 3, 3, 3, 4, 2, 1, 2, 1, 2, 1, 4, 4, 2, 8, 8, 7, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-6244792945610404831,"[6, 3, 3, 3, 4, 4, 2, 1, 4, 2, 1, 2, 1, 8, 8, 7, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-8341213535234725743,"[6, 3, 3, 3, 4, 4, 4, 2, 1, 2, 1, 2, 1, 2, 8, 8, 7, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-2252864954347275674,"[3, 6, 3, 3, 4, 4, 4, 2, 1, 2, 1, 2, 1, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_2724193099115050673,"[6, 3, 3, 3, 4, 4, 4, 2, 1, 2, 1, 2, 1, 2, 8, 7, 8, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_7433651541391539876,"[3, 6, 3, 3, 2, 1, 2, 1, 4, 4, 4, 2, 1, 2, 8, 8, 7, 2, 5, 5, 5, 1, 1, 1]"
blk_966206717171567607,"[3, 6, 3, 3, 2, 1, 4, 4, 2, 1, 2, 1, 4, 2, 8, 8, 7, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_213108939866971275,"[3, 6, 3, 3, 4, 4, 2, 1, 2, 1, 2, 1, 4, 8, 8, 7, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-7726701663728257194,"[6, 3, 3, 3, 2, 1, 2, 1, 4, 2, 1, 4, 4, 2, 2, 8, 7, 8, 2, 5, 5, 5, 1, 1, 1]"
blk_-6106585320796831523,"[6, 3, 3, 3, 4, 4, 4, 2, 1, 2, 1, 2, 1, 8, 8, 7, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-4114858251160676022,"[6, 3, 3, 3, 4, 4, 4, 2, 1, 2, 1, 2, 1, 8, 7, 8, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-7466748691800324357,"[6, 3, 3, 3, 4, 4, 4, 2, 1, 2, 1, 2, 1, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-4857218977907956225,"[6, 3, 3, 3, 4, 4, 4, 2, 1, 2, 1, 2, 1, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-2836535200662913264,"[6, 3, 3, 3, 4, 4, 2, 2, 1, 1, 2, 1, 4, 2, 8, 1, 8, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-968946310297135118,"[3, 3, 3, 6, 2, 1, 2, 1, 4, 4, 4, 2, 1, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-3428219600444290373,"[6, 3, 3, 3, 2, 1, 4, 4, 2, 1, 2, 1, 4, 2, 8, 8, 7, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-1272385028660685565,"[3, 6, 3, 3, 4, 4, 2, 1, 2, 1, 4, 2, 1, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-5464192463790039835,"[3, 6, 3, 3, 4, 4, 2, 1, 2, 1, 2, 1, 4, 2, 8, 8, 7, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-3473184801432409140,"[6, 3, 3, 3, 4, 2, 1, 2, 1, 4, 4, 2, 1, 2, 8, 8, 7, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-8284328754653595860,"[6, 3, 3, 3, 4, 4, 2, 1, 4, 2, 1, 2, 1, 2, 8, 8, 7, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_4170007757744061930,"[6, 3, 3, 3, 2, 1, 2, 1, 4, 4, 4, 2, 1, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_3447262222500659926,"[6, 3, 3, 3, 4, 2, 1, 4, 2, 1, 4, 2, 1, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-1637388960266734986,"[6, 3, 3, 3, 4, 4, 2, 1, 2, 1, 4, 2, 1, 2, 8, 8, 7, 2, 5, 5, 5, 1, 1, 1]"
blk_-3712412093784273898,"[6, 3, 3, 3, 4, 4, 2, 1, 2, 1, 2, 1, 4, 2, 8, 8, 7, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_3219542368658048183,"[6, 3, 3, 3, 2, 1, 4, 2, 1, 2, 1, 4, 4, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-1197424446715360604,"[6, 3, 3, 3, 2, 1, 4, 2, 1, 4, 2, 1, 4, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_7410280219315853030,"[6, 3, 3, 3, 4, 2, 1, 2, 1, 2, 1, 4, 4, 8, 8, 7, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_4283203547498819183,"[6, 3, 3, 3, 2, 1, 2, 1, 4, 4, 4, 2, 1, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_2618143334157367599,"[6, 3, 3, 3, 2, 1, 4, 4, 4, 2, 1, 2, 1, 2, 2, 8, 7, 8, 2, 5, 5, 5, 1, 1, 1]"
blk_-1170163599274267781,"[6, 3, 3, 3, 4, 4, 2, 1, 2, 1, 4, 2, 1, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_3193278412205405580,"[6, 3, 3, 3, 2, 1, 2, 1, 4, 4, 4, 2, 1, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-7892363843336794108,"[6, 3, 3, 3, 4, 4, 4, 2, 1, 2, 1, 2, 1, 8, 8, 7, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-3629339380441712772,"[6, 3, 3, 3, 4, 2, 1, 4, 4, 1, 2, 1, 2, 2, 8, 8, 7, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-2971105333323897616,"[6, 3, 3, 3, 4, 4, 4, 2, 1, 2, 1, 2, 1, 8, 8, 7, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-925791580070487800,"[6, 3, 3, 3, 1, 4, 4, 2, 2, 1, 4, 2, 1, 8, 8, 7, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_2779584878471151702,"[6, 3, 3, 3, 4, 4, 2, 1, 2, 1, 2, 1, 4, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_7740200731746624935,"[6, 3, 3, 3, 4, 4, 4, 2, 1, 2, 1, 2, 1, 2, 2, 8, 7, 8, 2, 5, 5, 5, 1, 1, 1]"
blk_4357311876467533525,"[6, 3, 3, 3, 4, 2, 1, 4, 2, 2, 1, 1, 4, 8, 8, 7, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-5371203087238916149,"[6, 3, 3, 3, 4, 2, 1, 4, 2, 1, 2, 1, 4, 2, 8, 8, 7, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_3017821447643162452,"[6, 3, 3, 3, 4, 2, 1, 4, 2, 1, 2, 1, 4, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_8465336617830732846,"[3, 6, 3, 3, 2, 1, 2, 1, 4, 4, 4, 2, 1, 2, 8, 7, 8, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-8047483856624189780,"[6, 3, 3, 3, 4, 2, 1, 2, 1, 4, 2, 1, 4, 2, 8, 8, 7, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_1729709289929511944,"[3, 3, 6, 3, 4, 2, 1, 2, 1, 4, 2, 1, 4, 8, 8, 7, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-6926658505411555831,"[6, 3, 3, 3, 2, 1, 2, 1, 4, 4, 4, 2, 1, 2, 8, 7, 8, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_4513750884578915537,"[3, 6, 3, 3, 4, 4, 4, 2, 1, 2, 1, 2, 1, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_3896692014033202014,"[6, 3, 3, 3, 4, 2, 1, 2, 1, 4, 2, 1, 4, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_2752638602026311752,"[6, 3, 3, 3, 4, 4, 4, 2, 1, 2, 1, 2, 1, 8, 8, 7, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_2401760031778138677,"[6, 3, 3, 3, 4, 4, 2, 2, 2, 1, 1, 1, 4, 2, 8, 7, 8, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_1712592270258860644,"[6, 3, 3, 3, 4, 2, 1, 4, 2, 1, 2, 1, 4, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-5033665355123300521,"[6, 3, 3, 3, 4, 4, 2, 1, 2, 2, 1, 1, 4, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-196908847985962980,"[6, 3, 3, 3, 4, 4, 2, 1, 2, 1, 2, 1, 4, 2, 8, 8, 7, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-4000271277927010782,"[6, 3, 3, 13]"
blk_308046410772494923,"[6, 3, 3, 3, 4, 4, 4, 2, 1, 2, 1, 2, 1, 2, 8, 8, 7, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-6019171553687035760,"[6, 3, 3, 3, 4, 4, 2, 1, 2, 1, 4, 2, 1, 8, 8, 7, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_2469053448449125733,"[6, 3, 3, 3, 4, 4, 4, 2, 1, 2, 1, 2, 1, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_2625175842464583467,"[6, 3, 3, 3, 4, 4, 2, 1, 2, 1, 4, 2, 1, 8, 8, 7, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-4876133515319297207,"[6, 3, 3, 3, 2, 1, 2, 1, 2, 1, 4, 4, 4, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_2854751391165080740,"[6, 3, 3, 3, 4, 2, 1, 4, 4, 2, 1, 2, 1, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_3891879128828301357,"[6, 3, 3, 3, 4, 4, 2, 1, 2, 1, 2, 1, 4, 2, 8, 7, 8, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-4669906161750793112,"[6, 3, 3, 3, 2, 1, 4, 4, 2, 1, 2, 1, 4, 8, 8, 7, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-6675500631553054391,"[3, 3, 3, 6, 4, 4, 4, 2, 1, 2, 1, 2, 1, 2, 8, 7, 8, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_2429444352985791917,"[6, 3, 3, 3, 4, 4, 2, 1, 2, 1, 4, 2, 1, 2, 8, 8, 7, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-3717892754000707167,"[3, 6, 3, 3, 4, 2, 1, 2, 1, 2, 1, 4, 4, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-7176590574028789133,"[6, 3, 3, 3, 4, 4, 4, 2, 1, 2, 1, 2, 1, 2, 8, 8, 7, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_7373552687636226736,"[6, 3, 3, 3, 4, 4, 2, 1, 2, 1, 4, 2, 1, 2, 8, 7, 8, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-6687372100238424654,"[6, 3, 3, 3, 4, 4, 2, 1, 2, 1, 4, 2, 1, 2, 8, 8, 7, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_4563954958611701366,"[6, 3, 3, 3, 4, 4, 2, 1, 2, 1, 2, 1, 4, 2, 8, 7, 8, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-8123976851136829138,"[3, 3, 3, 6, 4, 2, 1, 2, 1, 4, 4, 2, 1, 8, 8, 7, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-6507123682856033222,"[3, 6, 3, 3, 4, 2, 1, 2, 1, 2, 1, 4, 4, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-2605958247816735263,"[3, 6, 3, 3, 2, 1, 1, 4, 4, 4, 2, 1, 2, 2, 8, 8, 7, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_5689425793342006078,"[6, 3, 3, 3, 4, 4, 2, 1, 2, 1, 4, 2, 1, 2, 8, 7, 8, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_5245800088125460403,"[6, 3, 3, 3, 4, 4, 2, 1, 2, 1, 2, 1, 4, 2, 8, 7, 8, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-2782646528118632821,"[6, 3, 3, 3, 4, 4, 4, 2, 1, 2, 1, 2, 1, 8, 8, 7, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-8138930718194985689,"[6, 3, 3, 3, 4, 4, 2, 1, 2, 1, 4, 2, 1, 2, 8, 7, 8, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_7571085821022831106,"[3, 6, 3, 3, 2, 1, 4, 4, 2, 1, 2, 1, 4, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-8425431613029333918,"[6, 3, 3, 3, 4, 2, 1, 4, 4, 2, 1, 2, 1, 2, 8, 8, 7, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-6993602426596288166,"[6, 3, 3, 3, 4, 4, 2, 1, 4, 2, 1, 2, 1, 8, 8, 7, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-5127815505824413306,"[6, 3, 3, 3, 4, 4, 2, 1, 2, 1, 4, 2, 1, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_1423185768830819826,"[6, 3, 3, 3, 4, 4, 2, 1, 2, 1, 2, 1, 4, 8, 8, 7, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-5455079000284219402,"[3, 6, 3, 3, 4, 2, 2, 1, 1, 4, 4, 2, 1, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-10492715213662893,"[3, 6, 3, 3, 4, 4, 4, 2, 1, 2, 1, 2, 1, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_4482089526504922100,"[3, 3, 6, 3, 4, 4, 4, 2, 1, 2, 1, 2, 1, 2, 8, 7, 8, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_3784139118823984554,"[3, 3, 6, 3, 4, 4, 4, 2, 1, 2, 1, 2, 1, 2, 8, 8, 7, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-4050677953738902509,"[3, 6, 3, 3, 4, 4, 4, 2, 1, 2, 1, 2, 1, 8, 8, 7, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-1188694941716637617,"[6, 3, 3, 3, 4, 4, 4, 2, 1, 2, 1, 2, 1, 8, 8, 7, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_7109616217776985607,"[6, 3, 3, 3, 4, 4, 2, 1, 4, 2, 1, 2, 1, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-333187793731426993,"[6, 3, 3, 3, 2, 1, 4, 2, 1, 2, 1, 4, 4, 2, 8, 8, 7, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_5855292082925966480,"[6, 3, 3, 3, 4, 2, 1, 2, 1, 4, 2, 1, 4, 8, 7, 8, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_2906406871357051099,"[6, 3, 3, 3, 4, 4, 2, 1, 4, 2, 1, 2, 1, 8, 7, 8, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-8882186965412287512,"[6, 3, 3, 3, 4, 2, 1, 2, 1, 4, 4, 2, 1, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_4385079400972582700,"[6, 3, 3, 3, 4, 4, 2, 1, 4, 2, 1, 2, 1, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-1786222049540472253,"[6, 3, 3, 3, 4, 4, 2, 1, 2, 1, 4, 2, 1, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-172205507113742244,"[6, 3, 3, 3, 4, 2, 1, 2, 1, 2, 1, 4, 4, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_2417363731073344373,"[6, 3, 3, 3, 4, 4, 2, 1, 4, 2, 1, 2, 1, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 12, 4, 1]"
blk_-916847834832214865,"[6, 3, 3, 3, 4, 4, 2, 1, 2, 1, 2, 1, 4, 8, 8, 7, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-1881501677772939581,"[6, 3, 3, 3, 4, 4, 2, 1, 4, 2, 1, 2, 1, 8, 8, 7, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_4745289058577390582,"[6, 3, 3, 3, 4, 2, 1, 4, 2, 1, 4, 2, 1, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_4994441152033543327,"[6, 3, 3, 3, 4, 2, 1, 2, 1, 4, 2, 1, 4, 8, 8, 7, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_8496181493712107497,"[6, 3, 3, 3, 4, 4, 4, 2, 1, 2, 1, 2, 1, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-4674986792407494883,"[6, 3, 3, 3, 4, 4, 4, 2, 1, 1, 2, 1, 2, 8, 8, 7, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-4834197854718577551,"[6, 3, 3, 3, 4, 2, 1, 4, 2, 1, 2, 1, 4, 8, 8, 7, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_780270035248450783,"[6, 3, 3, 3, 4, 2, 1, 4, 2, 1, 2, 1, 4, 2, 8, 7, 8, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_4366103168920518469,"[6, 3, 3, 3, 4, 4, 4, 2, 1, 2, 1, 2, 1, 8, 8, 7, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-6865266276462685891,"[6, 3, 3, 3, 4, 2, 1, 2, 1, 4, 4, 2, 1, 8, 8, 7, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_416581575558067936,"[6, 3, 3, 3, 4, 4, 4, 2, 1, 2, 1, 2, 1, 2, 2, 2, 8, 7, 8, 5, 5, 5, 1, 1, 1]"
blk_-5320291605372638355,"[6, 3, 3, 3, 4, 2, 1, 2, 1, 4, 2, 1, 4, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_1540434117883234974,"[6, 3, 3, 3, 4, 2, 1, 2, 1, 4, 4, 2, 1, 2, 8, 8, 7, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-6005183769005803760,"[6, 3, 3, 3, 4, 2, 1, 2, 1, 2, 1, 4, 4, 8, 8, 7, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_3680536480410303457,"[6, 3, 3, 3, 4, 4, 4, 2, 1, 2, 1, 2, 1, 8, 8, 7, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-6241220582305795548,"[6, 3, 3, 3, 4, 4, 2, 1, 4, 2, 1, 2, 1, 8, 8, 7, 2, 2, 2, 5, 5, 5, 1, 1, 12, 4, 1]"
blk_-5101159660350928278,"[3, 3, 6, 3, 4, 4, 2, 1, 2, 1, 4, 2, 1, 2, 8, 7, 8, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-7742452403968855348,"[6, 3, 3, 3, 4, 4, 2, 1, 2, 1, 2, 1, 4, 8, 8, 7, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_6637431377796232760,"[3, 6, 3, 3, 4, 4, 2, 2, 1, 1, 4, 2, 1, 8, 1, 2, 8, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_4502559832292031529,"[6, 3, 3, 3, 4, 4, 2, 1, 4, 2, 1, 2, 1, 8, 8, 7, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-5550589359153714973,"[6, 3, 3, 3, 4, 4, 4, 2, 2, 1, 1, 2, 1, 8, 8, 7, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-4154983387144245959,"[6, 3, 3, 3, 4, 2, 1, 2, 1, 4, 2, 1, 4, 2, 8, 7, 8, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_435563557570496061,"[6, 3, 3, 3, 4, 4, 2, 1, 4, 2, 1, 2, 1, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_6546587795487380505,"[6, 3, 3, 3, 4, 4, 2, 1, 2, 1, 2, 1, 4, 2, 2, 8, 7, 8, 2, 5, 5, 5, 1, 1, 1]"
blk_-2213320791823708243,"[6, 3, 3, 3, 4, 4, 2, 1, 2, 1, 4, 2, 1, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-6342557315775856444,"[6, 3, 3, 3, 4, 4, 4, 2, 1, 2, 1, 2, 1, 2, 8, 7, 8, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_801785394486806968,"[6, 3, 3, 3, 4, 2, 1, 4, 2, 1, 2, 1, 4, 8, 8, 7, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_7516184251318786624,"[6, 3, 3, 3, 4, 4, 2, 1, 2, 1, 2, 1, 4, 8, 8, 7, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-3391407877943673424,"[6, 3, 3, 3, 4, 4, 2, 1, 4, 2, 1, 2, 1, 2, 8, 7, 8, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_8412479173024442287,"[6, 3, 3, 3, 2, 1, 4, 4, 2, 1, 4, 2, 1, 8, 8, 7, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_6771656606041944057,"[6, 3, 3, 3, 4, 2, 1, 2, 2, 1, 1, 4, 4, 2, 8, 7, 8, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_1390956406910196414,"[6, 3, 3, 3, 4, 2, 1, 2, 1, 2, 1, 4, 4, 2, 8, 7, 8, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_6587202964666960885,"[6, 3, 3, 3, 4, 4, 4, 2, 1, 2, 1, 2, 1, 2, 8, 7, 8, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_7646821725583717671,"[6, 3, 3, 3, 2, 2, 1, 1, 4, 4, 4, 2, 1, 2, 8, 7, 8, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-8373451839576259312,"[6, 3, 3, 3, 4, 2, 1, 4, 2, 1, 2, 1, 4, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_438554079629684554,"[6, 3, 3, 3, 4, 4, 4, 2, 1, 2, 1, 2, 1, 2, 2, 8, 7, 8, 2, 5, 5, 5, 1, 1, 1]"
blk_-3857000895945169290,"[6, 3, 3, 3, 4, 4, 2, 1, 2, 1, 2, 1, 4, 2, 8, 7, 8, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_6749036550214050362,"[6, 3, 3, 3, 4, 4, 4, 2, 1, 2, 1, 2, 1, 8, 8, 7, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-4739682783140775119,"[3, 3, 6, 3, 4, 4, 4, 2, 1, 2, 1, 2, 1, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-6995305189938043798,"[3, 6, 3, 3, 4, 4, 4, 2, 1, 2, 1, 2, 1, 8, 8, 7, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_3229790939724513501,"[3, 6, 3, 3, 2, 1, 1, 4, 4, 2, 1, 2, 4, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-187450408457983598,"[6, 3, 3, 3, 4, 4, 4, 2, 1, 2, 1, 2, 1, 2, 8, 7, 8, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-4266978700563963157,"[6, 3, 3, 3, 4, 4, 2, 1, 2, 1, 2, 1, 4, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_-3165543383839644510,"[6, 3, 3, 3, 4, 4, 2, 1, 2, 1, 2, 1, 4, 2, 2, 8, 7, 8, 2, 5, 5, 5, 1, 1, 1]"
blk_-7778332345239390623,"[6, 3, 3, 3, 4, 4, 4, 2, 1, 2, 2, 1, 1, 8, 7, 8, 2, 2, 2, 5, 5, 5, 1, 1, 1]"
blk_8032319793865058657,"[6, 3, 3, 3, 4, 4, 2, 1, 2, 2, 1, 1, 4, 8, 8, 7, 2, 2, 2, 5, 5, 5, 1, 1, 10, 1]"
